Category,Item Name,Item Code,Size,Finish,PCS / Set,SPU,MRP (?),New Product
"Window, Door & Glass Hardware",Mortise Door Lock Body,MDLBBZ2-60-BL,60 mm | 85 x 60,BL/BL,Each,85,"1,333",
"Window, Door & Glass Hardware",Brass Zen 2 (85 x 60mm),MDLBBZ2-60-NB,60 mm | 85 x 60,,Each,,"1,333",
"Window, Door & Glass Hardware",Brass Zen 2 (85 x 60mm),MDLCBZ-60-2K-AQ,60 mm | 85 x 60,,Each,,"1,107",
"Window, Door & Glass Hardware",(Key x Key),MDLCBZ-60-2K-NB,60 mm,,Each,,"1,107",
"Window, Door & Glass Hardware",(Key x Key),MDLCBZ-70-2K-AQ,70 mm,,Each,,"1,185",
"Window, Door & Glass Hardware",(Key x Key),MDLCBZ-70-2K-NB,70 mm,,Each,,"1,185",
"Window, Door & Glass Hardware",(Key x Key),MDLCBZ-60-1K-AQ,60 mm,,Each,,"1,193",
"Window, Door & Glass Hardware",(Key x Knob),MDLCBZ-60-1K-NB,60 mm,,Each,,"1,193",
"Window, Door & Glass Hardware",(Key x Knob),MDLCBZ-70-1K-AQ,70 mm,,Each,,"1,298",
"Window, Door & Glass Hardware",(Key x Knob),MDLCBZ-70-1K-NB,70 mm,,Each,,"1,298",
"Window, Door & Glass Hardware",(Key x Knob),MDLCBZ-60-CK-AQ,60 mm,,Each,,867,
"Window, Door & Glass Hardware",(Coin x Knob),MDLCBZ-60-CK-NB,60 mm,,Each,,867,
"Window, Door & Glass Hardware",(Coin x Knob),MDLCBZ-70-CK-AQ,70 mm,,Each,,964,
"Window, Door & Glass Hardware",(Coin x Knob),MDLCBZ-70-CK-NB,70 mm,,Each,,964,
"Window, Door & Glass Hardware",(Coin x Knob),MDLCBZ-60H-AQ,60 mm,,Each,,908,
"Window, Door & Glass Hardware",(with Knob),MDLCBZ-60H-NB,,,Each,,908,
"Window, Door & Glass Hardware",(with Knob),MDLCBZ-70H-AQ,70 mm,,Each,,908,
"Window, Door & Glass Hardware",(with Knob),MDLCBZ-70H-NB,,,Each,,908,
"Window, Door & Glass Hardware",(with Knob),DBB1-AQ,,,Each,,614,
"Window, Door & Glass Hardware",Door Buffer Brass DBB1-BL - BL Each 614,DBB1-NB,,,Each,,614,
"Window, Door & Glass Hardware",Door Buffer Brass DBB1-BL - BL Each 614,DH2B-53025,25 mm | 125 x 75 x 25,,Set of 2 Pcs,75,944,
Hinges,hole) DH2B-43030 100 x 75 x 30mm BS Set of 2 Pcs 885,DH2B-32520,30 mm | 100 x 75 x 30 | 20 mm | 75 x 75 x 20,,Set of 2 Pcs,75,462,
Hinges,hole),BH-W312,23 mm | 51 x 75 x 23,,Set of 2 Pcs,75,298,
Hinges,Butt Hinges SS304 -,BH-W412,25 mm | 63 x 100 x 25,,Set of 2 Pcs,100,448,
Hinges,Welded (without Bearing),BH-W512,25 mm | 67 x 125 x 25,,Set of 2 Pcs,125,551,
Hinges,Door Closer 301 - Basic,DC301-B,,,Kg,1,"2,843",
"Window, Door & Glass Hardware",Door Closer 201 - With,DC201,,,Kg,1,"2,447",
"Window, Door & Glass Hardware",Door Closer 201 - Without,DC201C,,,Kg,1,"2,533",
"Window, Door & Glass Hardware",Door Closer 301 - With,DC301,,,Kg,1,"2,910",
"Window, Door & Glass Hardware",Floor Spring Door,DFS-A1,,,,1,478,
"Window, Door & Glass Hardware",Floor Spring Door,DFS-A2,,,,1,559,
"Window, Door & Glass Hardware",Premium Floor Spring - 80-,P-DFS80-100-BS,,,Kg,100,"13,595",
"Window, Door & Glass Hardware",Premium Floor Spring -,P-DFS100-BS,,,Kg,100,"15,732",
"Window, Door & Glass Hardware",Premium Floor Spring -,P-DFS100-200-BS,,,Kg,200,"20,307",
"Window, Door & Glass Hardware",Premium Floor Spring -,DPF1-01,,,Each,1,968,
"Window, Door & Glass Hardware",Bottom Corner Patch,DPF1-01-BL,12 mm,BL/BL,Each,1,"1,143",
"Window, Door & Glass Hardware",Bottom Corner Patch,DPF1-02,,,Each,1,968,
"Window, Door & Glass Hardware",Top Corner Patch,DPF1-02-BL,12 mm,BL/BL,Each,1,"1,143",
"Window, Door & Glass Hardware",Top Corner Patch,DPF1-04,,,Each,1,"1,643",
"Window, Door & Glass Hardware",Corner 'L' Patch with Pivot,DPF1-04-BL,12 mm,BL/BL,Each,1,"1,849",
"Window, Door & Glass Hardware",Corner 'L' Patch with Pivot,DPF2-01,,,Each,1,"2,018",
"Window, Door & Glass Hardware",Centre Lock,DPF2-01-BL,12 mm,BL/BL,Each,1,"2,477",
"Window, Door & Glass Hardware",Strike patch for centre Glass Thickness 10 -,DPF2-02,12 mm,,Each,1,"1,040",
"Window, Door & Glass Hardware",lock 12 mm,DPF3-01,,,Each,1,572,
"Window, Door & Glass Hardware",Single connector Patch,DPF3-01-BL,12 mm,BL/BL,Each,1,975,
"Window, Door & Glass Hardware",Single connector Patch,DPF3-02,12 mm,,Each,1,"1,146",
"Window, Door & Glass Hardware",Pivot 12 mm,DPF3-02-BL,12 mm,BL/BL,Each,1,"1,379",
"Window, Door & Glass Hardware",Over panel Patch with Glass Thickness 10 -,DPF1-03,12 mm,,Each,1,"1,276",
"Window, Door & Glass Hardware",Quad Connector Patch DPF3-03 BS Each 1 1912,DPF3-04,,,Each,1,"1,024",
"Window, Door & Glass Hardware",Double Connector Patch,DPF3-04-BL,12 mm,BL/BL,Each,1,"1,255",
"Window, Door & Glass Hardware",Pivot + Mounting Kit),D-GDH1-1925-BS,250 mm | 19 x 250 | 300 mm | 22 x 300,,,2,"1,011",
"Window, Door & Glass Hardware",Pivot + Mounting Kit),D-GDH1-2230-BS,250 mm | 19 x 250 | 300 mm | 22 x 300,,,2,"1,123",
"Window, Door & Glass Hardware",Glass Door Handle D-,D-GDH1-2545-BS,300 mm | 22 x 300 | 450 mm | 25 x 450,,,2,"1,264",
"Window, Door & Glass Hardware",Glass Door Handle D-,D-GDH1-3260-BS,450 mm | 25 x 450 | 600 mm | 32 x 600,,,2,"2,080",
"Window, Door & Glass Hardware",Glass Door Handle D-,H-GDH1-2215-BS,600 mm | 32 x 600 | 150 mm | 22 x 150,,,2,"1,264",
"Window, Door & Glass Hardware",Glass Door Handle D-,H-GDH1-2520-BS,150 mm | 22 x 150 | 200 mm | 25 x 200,,,2,"1,350",
"Window, Door & Glass Hardware",Glass Door Handle H-,H-GDH1-2530-BS,200 mm | 25 x 200 | 300 mm | 25 x 300,,,2,"1,435",
"Window, Door & Glass Hardware",Glass Door Handle H-,H-GDH1-3245-BS,300 mm | 25 x 300 | 450 mm | 32 x 450,,,2,"1,912",
"Window, Door & Glass Hardware",Glass Door Handle H-,H-GDH1-3275-BS,450 mm | 32 x 450 | 750 mm | 32 x 750,,,2,"2,869",
"Window, Door & Glass Hardware",Glass Door Handle H-,D-GDH1-1925-BL,750 mm | 32 x 750 | 250 mm | 19 x 250,BL/BL,,2,"1,054",
"Window, Door & Glass Hardware",Glass Door Handle H-,D-GDH1-2230-BL,250 mm | 19 x 250 | 300 mm | 22 x 300,BL/BL,,2,"1,166",
"Window, Door & Glass Hardware",Glass Door Handle D-,D-GDH1-2545-BL,300 mm | 22 x 300 | 450 mm | 25 x 450,BL/BL,,2,"1,307",
"Window, Door & Glass Hardware",Glass Door Handle D-,D-GDH1-3260-BL,450 mm | 25 x 450 | 600 mm | 32 x 600,BL/BL,,2,"2,125",
"Window, Door & Glass Hardware",Glass Door Handle D-,H-GDH1-2215-BL,600 mm | 32 x 600 | 150 mm | 22 x 150,BL/BL,,2,"1,307",
"Window, Door & Glass Hardware",Glass Door Handle D-,H-GDH1-2520-BL,150 mm | 22 x 150 | 200 mm | 25 x 200,BL/BL,,2,"1,392",
"Window, Door & Glass Hardware",Glass Door Handle H-,H-GDH1-2530-BL,200 mm | 25 x 200 | 300 mm | 25 x 300,BL/BL,,2,"1,477",
"Window, Door & Glass Hardware",Glass Door Handle H-,H-GDH1-3245-BL,300 mm | 25 x 300 | 450 mm | 32 x 450,BL/BL,,2,"1,955",
"Window, Door & Glass Hardware",Glass Door Handle H-,H-GDH1-3275-BL,450 mm | 32 x 450 | 750 mm | 32 x 750,BL/BL,,2,"2,912",
"Window, Door & Glass Hardware",Glass Door Handle H-,GC1-90-P,12 mm,,Each,1,312,
"Window, Door & Glass Hardware",to Glass Connector,GC1-90-S,12 mm,,Each,1,244,
"Window, Door & Glass Hardware",to Glass Connector,GC1-90S-P,12 mm,,Each,1,359,
"Window, Door & Glass Hardware",Connector,GC1-90S-S,12 mm,,Each,1,285,
"Window, Door & Glass Hardware",Connector,GC1-90D-P,12 mm,,Each,1,522,
"Window, Door & Glass Hardware",Connector,GC1-90D-S,12 mm,,Each,1,415,
"Window, Door & Glass Hardware",Connector,GC1-135S-P,12 mm,,Each,1,412,
"Window, Door & Glass Hardware",Connector,GC1-135S-S,12 mm,,Each,1,296,
"Window, Door & Glass Hardware",Connector,GC1-135D-P,12 mm,,Each,1,543,
"Window, Door & Glass Hardware",Connector,GC1-135D-S,12 mm,,Each,1,426,
"Window, Door & Glass Hardware",Connector,GC1-180S-P,12 mm,,Each,1,448,
"Window, Door & Glass Hardware",Connector,GC1-180S-S,12 mm,,Each,1,321,
"Window, Door & Glass Hardware",Connector,GC1-180D-P,12 mm,,Each,1,569,
"Window, Door & Glass Hardware",Connector,GC1-180D-S,12 mm,,Each,1,451,
"Window, Door & Glass Hardware",Openable Glass Door Lock,OGDL1-GW,12 mm,,,1,"1,520",
"Window, Door & Glass Hardware",Openable Glass Door Lock,OGDL1-GG,12 mm,GG,,1,"1,757",
"Window, Door & Glass Hardware",Sliding Glass Door Lock -,SGDL1-GW,12 mm,,,1,"1,250",
"Window, Door & Glass Hardware",Sliding Glass Door Lock -,SGDL1-GG,12 mm,GG,,1,"1,628",
Hinges,Door Stopper DS-2 - BS Each 20 193,BSF1T-90WG-S,,,Each,1,"2,058",
Hinges,Glass) - T Type,BSF1T-90WG-P,,,Each,1,"2,264",
Hinges,Glass) - T Type,BSF1L-90WG-S,,,Each,1,"2,318",
Hinges,(Wall to Glass) - L Type,BSF1L-90WG-P,,,Each,1,"2,352",
Hinges,(Wall to Glass) - L Type,BSF1-135GG-S,,,Each,1,"2,901",
Hinges,to Glass),BSF1-135GG-P,,,Each,1,"3,246",
Hinges,to Glass),BSF1-180GG-S,,,Each,1,"2,901",
Hinges,to Glass),BSF1-180GG-P,,,Each,1,"3,374",
Hinges,to Glass),BSF1-90GG-S,,,Each,1,"3,307",
Hinges,(Glass to Glass),BSF1-90GG-P,,,Each,1,"3,537",
"Window, Door & Glass Hardware",(Glass to Glass),SSF-R75-BS,10 mm,,,1,"8,268",
"Window, Door & Glass Hardware",Rectangular,SSF-R75-PS,10 mm,,,1,"9,339",
"Window, Door & Glass Hardware",Rectangular Pipe -,SGD1-BS,30x10 | 12 mm,,Each,1,"1,276",
"Window, Door & Glass Hardware",Sliding Glass Door Handle -,SGD1-PS,12 mm,,Each,1,"1,374",
"Window, Door & Glass Hardware",Sliding Glass Door Handle -,SGD2-AP,12 mm,,Each,1,818,
Aluminium Profiles & Handles,Aluminium,SGD3-AP,12 mm,,Each,1,818,
Aluminium Profiles & Handles,Aluminium,BSC-119-BS,,,Each,1,601,
Aluminium Profiles & Handles,Wall to Tube connector -,BSC-119-PS,19 mm,,Each,1,491,
Aluminium Profiles & Handles,Wall to Tube connector -,BSC-219-BS,,,Each,1,684,
Aluminium Profiles & Handles,Tube to Glass Connector -,BSC-219-PS,19 mm,,Each,1,543,
Aluminium Profiles & Handles,Tube to Glass Connector -,BSC-319-BS,19 mm,,Each,1,865,
Aluminium Profiles & Handles,BDK-1,BDH-1-BS,19 mm | 150 mm | 450 mm,,Each,1,"1,379",
Aluminium Profiles & Handles,Door Handle Dia 19mm x,BDH-1-PS,19 mm | 150 mm | 450 mm,,Each,1,"1,607",
Aluminium Profiles & Handles,Door Handle Dia 19mm x,PVC,10 mm,,Each,25,232,
Aluminium Profiles & Handles,Door Handle Dia 19mm x,PVC,12 mm,,Each,25,252,
Aluminium Profiles & Handles,Bottom PVC Seals for,PS3-12,12 mm,,Each,25,252,
Aluminium Profiles & Handles,Bottom PVC Seals for,BPS3-12,12 mm,,Each,30,243,
Aluminium Profiles & Handles,12mm Glass,PVC,12 mm | 10 mm,,Each,25,232,
Aluminium Profiles & Handles,12mm Glass,PVC,10 mm | 12 mm,,Each,25,252,
Aluminium Profiles & Handles,12mm Glass,PVC,12 mm,,Each,30,243,
Kitchen - Drawer Systems & Accessories,12mm Glass,PMDS1-30-S3,90x300 | 90x350,WH,Kg,,"3,452",
Kitchen - Drawer Systems & Accessories,12mm Glass,PMDS1-35-S3,90x300 | 90x350 | 90x400,WH,Kg,,"3,478",
Kitchen - Drawer Systems & Accessories,12mm Glass,PMDS1-40-S3,90x350 | 90x400 | 90x450,WH/BL,Kg,,"3,532",
Kitchen - Drawer Systems & Accessories,12mm Glass,PMDS1-45-S3,90x400 | 90x450,,Kg,,"3,720",
Kitchen - Drawer Systems & Accessories,12mm Glass,PMDS1-45-S3-OK,90x450,,Kg,,"4,472",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS1-50-S3,90x450 | 90x500 | 500 mm,,Kg,,"3,768",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS1-50-S3-OK,90x500 | 500 mm | 90x550,,Kg,90,"4,629",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS1-55-S3,500 mm | 90 x 500 | 90x550,,Kg,,"3,863",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS1-55-S3-OK,90x550 | 90x600,,Kg,50,"4,822",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS1-60-S3,90x550 | 90x600 | 122x300,WH/BL,Kg,,"4,317",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS2-30-S3,90x600 | 122x300 | 122x350,WH,Kg,,"3,667",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS2-35-S3,122x300 | 122x350 | 122x400,WH,Kg,,"3,694",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS2-40-S3,122x350 | 122x400 | 122x450,WH/BL,Kg,,"3,773",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS2-45-S3,122x400 | 122x450,,Kg,50,"3,967",
Kitchen - Drawer Systems & Accessories,System 90 - S3 WH/AT/BR/,PMDS2-45-S3-OK,122x450,,Kg,50,"4,955",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS2-50-S3,122X450 | 122x500,,Kg,50,"4,039",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS2-50-S3-OK,122x500 | 122x550,,Kg,50,"5,028",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS2-55-S3,122x500 | 122x550,,Kg,50,"4,112",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS2-55-S3-OK,122x550 | 120x600,,Kg,50,"5,161",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS2-60-S3,122x550 | 120x600 | 172x300,WH/BL,Kg,,"4,699",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS3-30-S3,120x600 | 172x300 | 172x350,WH,Kg,,"4,303",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS3-35-S3,172x300 | 172x350 | 172x400,WH,Kg,,"4,327",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS3-40-S3,172x350 | 172x400 | 172x450,WH/BL,Kg,,"4,346",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS3-45-S3,172x400 | 172x450,,Kg,,"4,489",
Kitchen - Drawer Systems & Accessories,System 122 - S3 WH/AT/BR/,PMDS3-45-S3-OK,172x450,,Kg,50,"5,799",
Kitchen - Drawer Systems & Accessories,System 172 - S3 WH/AT/BR/,PMDS3-50-S3,172X450 | 172x500,,Kg,,"4,564",
Kitchen - Drawer Systems & Accessories,System 172 - S3 WH/AT/BR/,PMDS3-50-S3-OK,172x500 | 172x550,,Kg,50,"5,934",
Kitchen - Drawer Systems & Accessories,System 172 - S3 WH/AT/BR/,PMDS3-55-S3,172X500 | 172x550,,Kg,,"4,651",
Kitchen - Drawer Systems & Accessories,System 172 - S3 WH/AT/BR/,PMDS3-55-S3-OK,172x550 | 175x600,,Kg,50,"6,116",
Kitchen - Drawer Systems & Accessories,System 172 - S3 WH/AT/BR/,PMDS3-60-S3,172X550 | 175x600,WH/BL,Kg,,"5,079",
Kitchen - Drawer Systems & Accessories,System 172 - S3 WH/AT/BR/,PMDS4-45-S3,175x600 | 203x450,WH,Kg,,"5,025",
Kitchen - Drawer Systems & Accessories,Pro-motion Drawer,PMDS4-50-S3,203x450 | 203x500,WH,Kg,,"5,323",
Kitchen - Drawer Systems & Accessories,System 203 - S3,PMDS4-55-S3,203x550,WH,Kg,,"5,569",
Kitchen - Drawer Systems & Accessories,Fascia Connector for WH/AT/BR/,PMDS1-S3-FC,,,,,452,
Aluminium Profiles & Handles,Aluminium Fascia Panel 90 mm (H) x 2 mtr WH/AT/BR/,PMDS3-S3-FP,90 mm,,Each,,"4,387",
Aluminium Profiles & Handles,for PMDS3 'S3' Series (W) BL,PMDS3,450 mm,,,,45,
Aluminium Profiles & Handles,Glass Fascia Panel for,PMDS3-S3-FG-60,600 mm,,Each,600,745,
Aluminium Profiles & Handles,Glass Fascia Panel for,PMDS3,600 mm,,,,60,
Aluminium Profiles & Handles,Glass Fascia Panel for,PMDS3-S3-FG-90,900 mm,,Each,900,"1,139",
Aluminium Profiles & Handles,Glass Fascia Panel for,PMDS3,900 mm,,,,90,
Aluminium Profiles & Handles,Fascia Connector for WH/AT/BR/,PMDS2-S3-FC,,,,,732,
Aluminium Profiles & Handles,Aluminium Fascia Panel 90 mm (H) x 2 mtr WH/AT/BR/,PMDS2-S3-FP,90 mm,,Each,,"4,250",
Aluminium Profiles & Handles,Aluminium Fascia Rail for WH/AT/BR/,PMDS3-S3-FR,,,mtr,2,"1,542",
Aluminium Profiles & Handles,Fascia Connector for WH/AT/BR/,PMDS3-S3-FC-R,,,,,737,
Aluminium Profiles & Handles,Fascia Connector for,PMDS3,,BR/WH/AT,,,737,
Aluminium Profiles & Handles,Glass/Aluminium Panel,PMDS-G1-45-S3,450 mm | 500 mm,WH/BR,Pair,450,498,
Aluminium Profiles & Handles,Glass/Aluminium Panel,PMDS-G1-50-S3,450 mm | 500 mm,WH/BR,Pair,500,549,
Aluminium Profiles & Handles,Motion 'Slim 3' Series),PMDS-G1-55-S3,500 mm | 550 mm | 600 mm,WH/BR,Pair,550,592,
Aluminium Profiles & Handles,Motion 'Slim 3' Series),PMDS-G1-60-S3,550 mm | 600 mm,WH,Pair,600,621,
Aluminium Profiles & Handles,LED for PMDS 'S3' Series -,PMDS-S3-LED-50,500 mm,,,,"2,901",
Aluminium Profiles & Handles,Logo Plate for Pro-motion,PMDS-LP1-S3-AT,,,Each,,23,
Aluminium Profiles & Handles,Drawer System - S3,PMDS1G-45-S3,90x450 | 90x500,WH,Kg,,"4,438",
Aluminium Profiles & Handles,Glass,PMDS1G-55-S3,90x500 | 90x550,WH,Kg,,"4,888",
Aluminium Profiles & Handles,Glass,PMDS2G-45-S3,90x550 | 122x450 | 122x500,WH,Kg,,"4,779",
Aluminium Profiles & Handles,Glass,PMDS2G-55-S3,122x500 | 122x550,WH,Kg,,"5,296",
Aluminium Profiles & Handles,Glass,PMDS3G-45-S3,122x550 | 172x450 | 172x500,WH,Kg,,"5,432",
Aluminium Profiles & Handles,Glass,PMDS3G-55-S3,172x500 | 172x550,WH,Kg,,"6,029",
Aluminium Profiles & Handles,Aluminium Fascia Rail for,PMDS3-FR,2000 mm,WH,Each,1,"1,542",
Aluminium Profiles & Handles,PMDS3 'S' Series,PMDS1-40-N,80x400 | 80x450,SG,kg,1,"3,311",
Aluminium Profiles & Handles,PMDS3 'S' Series,PMDS1-45-N,80x400 | 80x450 | 80x500,SG,kg,1,"3,351",
Aluminium Profiles & Handles,Profile Drawer System 80,PMDS1-50-N,80x450 | 80x500 | 80x550,SG,kg,1,"3,920",
Aluminium Profiles & Handles,Profile Drawer System 80,PMDS1-55-N,80x500 | 80x550 | 185x400,SG,kg,1,"4,146",
Aluminium Profiles & Handles,Profile Drawer System 80,PMDS3-40-N,80x550 | 185x400 | 185x450,SG,kg,1,"4,084",
Aluminium Profiles & Handles,Profile Drawer System 80,PMDS3-45-N,185x400 | 185x450 | 185x500,SG,kg,1,"4,122",
Aluminium Profiles & Handles,Profile Drawer System 185,PMDS3-50-N,185x450 | 185x500 | 185x550,SG,kg,1,"4,342",
Aluminium Profiles & Handles,Profile Drawer System 185,PMDS3-55-N,185x500 | 185x550 | 176x400,SG,kg,1,"4,495",
Aluminium Profiles & Handles,Profile Drawer System 185,PMDS3G-40-N,185x550 | 176x400 | 176x450,,kg,1,"5,687",
Aluminium Profiles & Handles,Profile Drawer System 185,PMDS3G-45-N,176x400 | 176x450,,kg,1,"5,943",
Aluminium Profiles & Handles,with Glass,PMDS3G-50-N,176x450 | 176x500 | 176x550,,kg,1,"6,489",
Aluminium Profiles & Handles,with Glass,PMDS3G-55-N,176x500 | 176x550,,kg,1,"7,282",
Aluminium Profiles & Handles,PMDS1(N) Facia,PMDS1-FC-D,104 mm,SG,Pair,1,506,
Aluminium Profiles & Handles,PMDS3(N) Facia,PMDS3-FCR-D,218 mm,SG,Pair,1,"1,015",
Aluminium Profiles & Handles,Profile,PMDS-G1-45,,SG,Pair,30,555,
Aluminium Profiles & Handles,Add-on Gallery (Pro-,PMDS-G1-50,,SG,Pair,30,637,
Aluminium Profiles & Handles,motion 'N' Series),PMDS-G1-55,,SG,Pair,30,726,
Aluminium Profiles & Handles,Facia Aluminium Rail,PMDS3-RH-1,2000 mm,SG,Each,1,"2,092",
Aluminium Profiles & Handles,Handle for PMDS3(N),KCT2-40-AT,,,Each,,852,
Aluminium Profiles & Handles,Handle for PMDS3(N),KCT2-45-AT,,,Each,,942,
Aluminium Profiles & Handles,Handle for PMDS3(N),KCT2-50-AT,,,Each,,"1,132",
Aluminium Profiles & Handles,Kitchen Cutlery,KCT2-60-AT,,,Each,,"1,222",
Aluminium Profiles & Handles,Tray - 2,KCT2-80-AT,,,Each,,"2,309",
Aluminium Profiles & Handles,Tray - 2,KCT2-90-AT,,,Each,,"2,634",
Aluminium Profiles & Handles,Tray - 2,KCT2-100-AT,,,Each,,"2,836",
Aluminium Profiles & Handles,Kitchen Cutlery,KCT4-70-AT,,,Each,,"1,067",
Aluminium Profiles & Handles,Extension Tray for Kitchen,KCT4-15E-AT,,,Each,490,404,
Aluminium Profiles & Handles,Cutlery Tray - 4,KCT5-40-AT,,,,,55,
Aluminium Profiles & Handles,Cutlery Tray - 4,KCT5-45-AT,,,,,55,
Aluminium Profiles & Handles,Cutlery Tray - 4,KCT5-50-AT,,,,,55,
Aluminium Profiles & Handles,Kitchen Cutlery Tray - 5 KCT5-60-AT AT Each 1112,KCT5-70-AT,,,,,55,
Aluminium Profiles & Handles,Kitchen Cutlery Tray - 5 KCT5-60-AT AT Each 1112,KCT5-80-AT,,,,,55,
Aluminium Profiles & Handles,Kitchen Cutlery Tray - 5 KCT5-60-AT AT Each 1112,KCT5-90-AT,,,,,55,
Aluminium Profiles & Handles,Modular Cutlery Tray 9-20,MCT-920-SW,235x490x45,,Each,1,684,
Aluminium Profiles & Handles,Modular Cutlery Tray 10-,MCT-1020-SW,260x490x45,,Each,1,897,
Aluminium Profiles & Handles,Modular Cutlery Tray11-20,MCT-1120-DW,270x490x45,,Each,1,975,
Aluminium Profiles & Handles,Modular Cutlery Tray15-20,MCT-1520-SW,370x490x45,,Each,1,"1,211",
Aluminium Profiles & Handles,Modular Cutlery Tray -,MCT-KB2,100x200x45,,Each,,"3,224",
Aluminium Profiles & Handles,Modular Cutlery Tray -,MCT-CB2,85x 395x10,,Each,,"2,565",
Aluminium Profiles & Handles,Cutting Board,DPC48-3048,2053 mm | 48 mm | 300x475 | 300x525x48,,,48,"1,755",
Aluminium Profiles & Handles,(48mm) Cutlery 300x525x48,DPC48-4048,48 mm | 400x475 | 400x525x48,,,48,"2,240",
Aluminium Profiles & Handles,(48mm) Cutlery 300x525x48,DPK-2048-A,200x475,,,,"1,890",
Aluminium Profiles & Handles,(48mm) Cutlery 300x525x48,DPK-2048-B,200x475,,,,"1,408",
Aluminium Profiles & Handles,(48mm) Cutlery 300x525x48,DPK-3048-A,300x475,,,,"2,049",
Aluminium Profiles & Handles,Drawer Partition - Kitchen,DPK-3048-B,60 mm | 300x475,,,,"1,991",
Aluminium Profiles & Handles,Drawer Partition - Kitchen,DPK-4048-A,400x475,,,,"2,533",
Aluminium Profiles & Handles,Drawer Partition - Kitchen,DPK-4048-B,400x475,,,,"2,692",
Aluminium Profiles & Handles,Drawer Plate Organiser DPO1-610 Width: 270 mm,GR/WH,205 mm | 270 mm,GR/WH,Each,,899,
Aluminium Profiles & Handles,End Cover for Drawer,DPO1-EC,,GR/WH,Set of 2 Pcs,,495,
Aluminium Profiles & Handles,Kitchen Drawer Rack-,KDR-18P,464x128,SS,Each,1,"1,074",
Aluminium Profiles & Handles,Kitchen Drawer Rack -,KDR-20P,514x128,SS,Each,1,"1,157",
Aluminium Profiles & Handles,Kitchen Drawer Rack -,KDR-20T,514x159,SS,Each,1,"1,421",
Aluminium Profiles & Handles,Thali,PWBSC45-16-20-04,100 mm | 412 x 496 x 100 | 150 mm | 412 x 496 x 150,BR,Each,1,"7,016",
Aluminium Profiles & Handles,Thali,PWBSC45-16-20-06,100 mm | 412 x 496 x 100 | 150 mm | 412 x 496 x 150,BR,Each,1,"7,521",
Aluminium Profiles & Handles,Frame and Slide) PWBSC45-22-20-04 562 x 496 x 100 mm BR Each 1 8141,PWBSC45-22-20-06,100 mm | 562 x 496 x 100 | 150 mm | 562 x 496 x 150,BR,Each,1,"8,853",
Aluminium Profiles & Handles,Frame and Slide) PWBSC45-22-20-04 562 x 496 x 100 mm BR Each 1 8141,PWBSC45-22-20-08,150 mm | 562 x 496 x 150 | 200 mm | 562 x 496 x 200,BR,Each,1,"9,553",
Aluminium Profiles & Handles,Frame and Slide) PWBSC45-22-20-04 562 x 496 x 100 mm BR Each 1 8141,PWB-16-20-04,200 mm | 562 x 496 x 200 | 412x496x100 | 412x496x150,BR,Nos,1,"6,129",
Aluminium Profiles & Handles,Frame and Slide) PWBSC45-22-20-04 562 x 496 x 100 mm BR Each 1 8141,PWB-16-20-06,412x496x100 | 412x496x150 | 412x496x200,BR,Nos,1,"6,660",
Aluminium Profiles & Handles,Slide) PWB-22-20-04 562x496x100 mm BR Nos 1 7257,PWB-22-20-06,562x496x100 | 562x496x150 | 562x496x200,BR,Nos,1,"8,015",
Aluminium Profiles & Handles,Slide) PWB-22-20-04 562x496x100 mm BR Nos 1 7257,PWB-22-20-08,562x496x150 | 562x496x200 | 85 mm | 290 x 85,BR,Nos,1,"8,761",
Aluminium Profiles & Handles,Slide) PWB-22-20-04 562x496x100 mm BR Nos 1 7257,PWB-16-20-04-D,562x496x200 | 85 mm | 290 x 85 | 135 mm,BR,Nos,85,480,
Aluminium Profiles & Handles,Slide) PWB-22-20-04 562x496x100 mm BR Nos 1 7257,PWB-16-20-06-D,562x496x200 | 85 mm | 290 x 85 | 135 mm,BR,Nos,135,595,
