Category,Item Name,Item Code,Size,Finish,PCS / Set,SPU,MRP (?),New Product
Furniture Lights - LED,Mount) No of led - 1,S-SSS1-CW,,BL/SL,Each,,616,
Furniture Lights - LED,Mount) No of led - 1,L-LS5IRS-412-NW,412 mm | 562 mm | 862 mm,,Each,,"2,118",
Furniture Lights - LED,(Surface / Side Mount) *CRI : Ra 90+,L-LS5IRS-862-NW,80 mm,,Each,,"4,427",
Furniture Lights - LED,(Surface / Side Mount) *CRI : Ra 90+,L-LS6S-412-NW,,,Each,,852,
Furniture Lights - LED,(Surface / Side Mount) *CRI : Ra 90+,L-LS6S-562-NW,412 mm | 562 mm | 762 mm,,Each,,"1,155",
Furniture Lights - LED,(Surface / Side Mount) *CRI : Ra 90+,L-LS6S-762-NW,412 mm | 562 mm | 762 mm | 862 mm,,Each,,"1,547",
Furniture Lights - LED,Cabinets (Surface Mount) No of led - 120/mtr,AS/AN,,,Each,,"1,771",
Furniture Lights - LED,Cabinets (Surface Mount) No of led - 120/mtr,L-LS6S-962-NW,,,Each,,"1,973",
Furniture Lights - LED,Cabinets (Surface Mount) No of led - 120/mtr,L-LS6S-1162-NW,,,Each,,"2,387",
Furniture Lights - LED,Cabinets (Surface Mount) No of led - 120/mtr,L-LS7-462-NW,,,Each,,381,
Furniture Lights - LED,Cabinets (Surface Mount) No of led - 120/mtr,L-LS7-562-NW,7 mm,,Each,11,471,
Aluminium Profiles & Handles,Linear Slim 7 mm : ALUMINIUM / Diffuser :,L-LS7-862-NW,7 mm,,Each,,717,
Aluminium Profiles & Handles,Linear Slim 7 mm : ALUMINIUM / Diffuser :,L-LS7-2000-NW,,,Each,,"1,648",
Aluminium Profiles & Handles,Linear Slim 7 mm : ALUMINIUM / Diffuser :,L-LSE18-412-NW,412 mm | 562 mm | 862 mm,,Each,,"1,502",
Aluminium Profiles & Handles,Linear Shelf Edge (edge Power : 11.52W/mtr,L-LSE18-562-NW,412 mm | 562 mm | 862 mm,,No,144,"2,040",
Aluminium Profiles & Handles,mount),L-LSE18-862-NW,,,Each,,"3,127",
Aluminium Profiles & Handles,mount),L-L2G8-412,412 mm | 562 mm | 862 mm,,Each,,"1,069",
Aluminium Profiles & Handles,Linear 2 way Glass 8mm L-L2G8-562 No of led - 120/mtr AS Each 1457,L-L2G8-862,8 mm,,Each,,"2,237",
Aluminium Profiles & Handles,Cove Light Profile with,CLPD1,3000 mm,BR/SL,Each,3000,"3,441",
Aluminium Profiles & Handles,Diffusor,LED,,,meter,,120,
Furniture Lights - LED,End Cap for CLPD1 CLPD1-EC BR/SL Pair 42,L-LWO-412,409 mm | 559 mm | 859 mm,,Each,,702,
Bed & Wardrobe Fittings,Linear Wardrobe Oval L-LWO-562 No of led - 120/mtr AS Each 906,L-LWO-862,,,Each,,"1,354",
Bed & Wardrobe Fittings,Linear Wardrobe Oval L-LWO-562 No of led - 120/mtr AS Each 906,L-LR9-412,412 mm | 562 mm | 862 mm,,Each,,735,
Bed & Wardrobe Fittings,Linear Recess 9mm L-LR9-562 No of led - 144/mtr,L-LR9-862,,,Each,,"1,536",
Bed & Wardrobe Fittings,Linear Recess 9mm L-LR9-562 No of led - 144/mtr,L-L218H-412,412 mm | 562 mm | 862 mm | 18 mm,,Each,,"3,118",
Bed & Wardrobe Fittings,with Hand Shake Sensor,L-L218H-562,18 mm,,Each,,"3,880",
Bed & Wardrobe Fittings,"Handle) Hand Shake Sensor,",L-L218H-862,,,Each,,"5,405",
Bed & Wardrobe Fittings,"Handle) Hand Shake Sensor,",L-L218A-412,412 mm | 562 mm | 862 mm,,Each,,"2,074",
Bed & Wardrobe Fittings,Shelf Edge) *CRI : Ra 90+,L-L218A-862,80 mm,,Each,,"4,387",
Bed & Wardrobe Fittings,Linear 2 Way LED Profile -,L-L218-AS,2050 mm | 18 mm,,Each,,"2,298",
Bed & Wardrobe Fittings,Mounting Bracket Kit for,CGSL2K,12 mm | 46 x 46 x 12,ZW,,4,119,
Bed & Wardrobe Fittings,LED Strip Light - 8mm,LED,8 mm,,meter,,120,
Bed & Wardrobe Fittings,Strip Light Connector 8,LED-LCC2,,,mtr,5,265,
Bed & Wardrobe Fittings,Strip Light Connector 8,LED-LLC3,,,Each,180,96,
Furniture Lights - LED,Door Trigger Sensor 4 -,DTS4D,,,Each,60,"1,356",
Furniture Lights - LED,Motion Trigger Sensor -,MTS-CB-AT,,,Each,,"1,113",
Furniture Lights - LED,Motion Trigger Sensor - Sensor,MTS-SH-AT,,,Each,,863,
Furniture Lights - LED,Head with 3mtr Cable,PSU2-2424,,WH,Each,,"1,749",
Furniture Lights - LED,Power Supply Unit - Series,PSU2-2436,,WH,Each,,"2,298",
Furniture Lights - LED,Power Supply Unit - Series,PSU2-2460,,WH,Each,,"2,656",
Furniture Lights - LED,Power Supply Unit - Series,PSU3-2436,,BL,Each,,"3,318",
Furniture Lights - LED,Power Supply Unit - Series,PSU3-2465,,BL,Each,,"3,744",
Furniture Lights - LED,Power Supply Unit - Series,PSU3-24120,,BL,Each,,"6,322",
Furniture Lights - LED,Extension Cord for Light,L-EC2,,BL,Each,,244,
Furniture Lights - LED,Diffusor Profile with,LUM8C1,9 mm | 20 x 9,,pc,1,"2,044",
Aluminium Profiles & Handles,Luminor 11 Housing 1 pc. of 3,LUM11-HP1,,WH,,,"1,177",
Furniture Lights - LED,Luminor 12 - Glass (6mm 1 pc. of 3,LUM12G,6 mm | 7 mm | 5 x 7 | 8 mm,,,7,892,
Furniture Lights - LED,Luminor 15 Decorative 1 pc. of 3,LUM15-DP1,9 mm | 7 x 9,,,7,594,
Furniture Lights - LED,Two Way Shelf Light,TWSLP-L-3M,,,Mtr,3,"2,018",
Furniture Lights - LED,Cable Cover Profile (with,CCP1,,GR/WH,,30,273,
Office Furniture Fittings,Smart Lift Drawing Table -,SLDT-120G,200 mm | 1200 x 680 | 18 mm,WH,kg,1,"45,296",
Office - Monitor Arms,Single Screen Extension,CMA-EA,75 x 75 | 100 x 100 | Load: 6kg,,Each,1,"3,600",
Office - Monitor Arms,CMA Single Arm Edge,CMA-SAEM,75 x 75 | 100 x 100 | Load: 6kg,,Each,1,"3,484",
Office - Monitor Arms,CMA Single Extended Arm,CMA-EAEM,75 x 75 | 100 x 100 | Load: 6kg,,Each,1,"4,017",
Office - Monitor Arms,Double Screen Extension,CMA-DEA,75 x 75 | 100 x 100 | Load: 6kg,,Each,1,"6,154",
Office - Monitor Arms,CMA Double Arm Edge,CMADA-EM,75 x 75 | 100 x 100 | Load: 6kg,,Each,1,"5,390",
Office Furniture Fittings,CMA Double Arm,CMADA-EAEM,75 x 75 | 100 x 100 | Load: 6kg,,Each,1,"6,443",
Office Furniture Fittings,Extension Edge Mount,VESA,75 x 75 | 100 x 100 | Load: 6kg,,,100,100,
Office Furniture Fittings,CMA Single Arm Wall Max Load: 6kg/arm,CMA-SAWM,75 x 75 | 100 x 100 | Load: 6kg | 385 mm,,Each,1,"2,532",
Office Furniture Fittings,Mount Monitor to wall,VESA,75 x 75 | 100 x 100 | Load: 6kg,,,100,100,
Office Furniture Fittings,CMA Single Extended Arm Max Load: 6kg/arm,CMA-EAWM,75 x 75 | 100 x 100 | Load: 6kg | 560 mm,,Each,1,"3,098",
Office - Monitor Arms,CMA Single Extended Arm,CMA-EAEM3,400 mm,,Each,1,"2,754",
Office - Monitor Arms,Multi-Screen Monitor Arm Monitor,MSMA2-EM,Load: 8kg,BL,Each,1,"3,609",
Office - Monitor Arms,Multi-Screen Monitor Arm Monitor,MSMA4-EM,Load: 8kg,BL,Each,1,"5,785",
Office - Keyboard Station & Trays,K. B. Tray (350mm),KBTM35,350 mm | 200 mm,BL,Each,1,"1,674",
Office - Keyboard Station & Trays,K. B. Tray (350mm),KBT35,350 mm | 200 mm | Load: 12kg,BL,Each,1,"1,213",
Office - Keyboard Station & Trays,K. B. Tray - Soft Pad,KTSM35,350 mm | 200 mm | Load: 12kg,BL,Each,1,"2,003",
Office - Keyboard Station & Trays,K. B. Tray - Soft Pad,KTS35,350 mm | 200 mm | Load: 12kg,BL,Each,1,"1,495",
Office - Keyboard Station & Trays,K. B. Tray - Curve,KBTC35,350 mm | 240 mm | Load: 12kg,BL,Each,1,"1,146",
Office - Keyboard Station & Trays,K. B. Tray - Eco 64-95mm,KTE1-35M,95 mm | 350 mm | Load: 12kg,BL,Each,1,"1,479",
Office - Keyboard Station & Trays,K. B. Tray - Eco 64-95mm,KTE1-35,95 mm | 350 mm | Load: 12kg,BL,Each,1,"1,064",
Office - Keyboard Station & Trays,Plastic Keyboard Base (,PPK1,35 mm | 550 x 280 x 35,BL,Each,1,464,
Office - CPU Stands & Stations,CPU Stand,CPUS1,230 mm | Load: 25Kg,BL/AT,Each,130,877,
Office - CPU Stands & Stations,with Twin Wheel Castor,CPU,205 mm | Load: 12Kg,BL,Each,1,764,
Office - CPU Stands & Stations,Telescopic CPU Stand CPUST1 Width adjustment: BL Each 4 1239,CPU,550 mm | 250 mm,BL/AT,Each,1,"1,928",
Office - Safe Drawers,Safe Drawer -Top Mount -,SD-TM1,60 mm | 470 x 300 x 60,,Each,1,"1,979",
Office - Safe Drawers,Safe Drawer - Top Mount-,SD-TM1D,125 mm | 470 x 300 x 125,,,1,"3,878",
Office - Safe Drawers,Safe Drawer Mini - Single,SMD-SM1,60 mm | 360 x 270 x 60,WT,Each,1,"1,830",
Office - Safe Drawers,Safe Drawer Mini - Double,SMD-DM1,120 mm | 360 x 270 x 120,WT,,1,"3,340",
Office - Furniture Essentials,Work Station Tray,WSTR9,228 mm,WH,Each,1,222,
Office - Furniture Essentials,Modesty Panel Clamp,MPC1-2-WT,16 mm | load: 20kg,WT/WT,,10,295,
Office - Furniture Essentials,Modesty Panel Clamp,TPCS8,12 mm,,Each,25,169,
Office - Furniture Essentials,Insert),TPCS16,20 mm,,Each,25,178,
Office - Furniture Essentials,Insert),TPCS-8EM,12 mm,,Each,25,184,
Office - Furniture Essentials,Slim - Edge Mount,TPCS-16EM,20 mm,,Each,25,195,
Office - Furniture Essentials,Table Partition Clamp - Partition thickness: 6-,TPC2-620,20 mm,WT,Each,30,198,
Office - Furniture Essentials,Table Partition Clamp – Partition thickness: 6- SL/WT/,TPC2-620EM,20 mm,,Each,25,213,
Office - Furniture Essentials,Edge Mount 20mm AT,TPC3-412,4 mm | 12 mm,,Each,40,118,
Office - Furniture Essentials,(With Screw & ST Insert),TPC3-1220,12 mm | 20 mm,,Each,40,122,
Office - Electric Boxes & Chargers,watt + 2 Universal Power,EBS-SO2,40 mm | 72 mm | 340 x 72,,Each,340,"13,236",
Office - Electric Boxes & Chargers,(with 2 Universal Power,EBS-EM2,117 mm,BL,Each,,"6,951",
Office - Electric Boxes & Chargers,Mount (with 2 Universal,EBS-CM1,46 mm,BL,Each,1,"5,075",
Office - Electric Boxes & Chargers,2 Universal Power Sockets 228x158x50mm,EBS-FU2,228x158x50 | 216x150,BL,Each,,"7,995",
Office - Electric Boxes & Chargers,Top Mount (2 Power +1,EB6-TM,70 mm | 210 x 51 x 70,BL,Each,1,"2,754",
Office - Electric Boxes & Chargers,Ceiling Mount (2 Power +1,EB6-CM,70 mm | 210 x 51 x 70,BL,Each,1,"2,776",
Office - Electric Boxes & Chargers,Edge Mount (2 Power +1,EB6-EM,79 mm | 212 x 70 x 79,BL,Each,1,"2,798",
Office Furniture Fittings,(1 Universal Socket 6- Cutout Size -,EBR1-BL,80 mm,BL/BL,Each,1,"2,787",
Office Furniture Fittings,USB A & C type Round,USB-AC35,35 mm,BL,Each,1,"1,079",
Office Furniture Fittings,Power + 2 USBA + 1 USBC,EBS6SC2,103 mm | 219 x 119 x 103,,Each,1,"3,853",
Office Furniture Fittings,6 Module w/o Soft Close &,EB-6M,51 mm | 219 x 119 x 51 | 208 x 105,,Each,2,"1,321",
Office Furniture Fittings,6 Module with Soft Close mm),EB-6MSC,208 x 105,,Each,2,"1,470",
Office Furniture Fittings,6 Module w/o Soft Close &,EB-6MS,103 mm | 219 x 119 x 103 | 208 x 105,,Each,1,"1,526",
Office Furniture Fittings,6 Module with Soft Close mm),EB-6MSCS,208 x 105,,Each,1,"1,679",
Office Furniture Fittings,8 Module w/o Soft Close &,EB-8M,51 mm | 268 x 119 x 51 | 257 x 105,,Each,2,"1,497",
Office Furniture Fittings,8 Module with Soft Close mm),EB-8MSC,257 x 105,,Each,2,"1,650",
Office Furniture Fittings,8 Module w/o Soft Close &,EB-8MS,103 mm | 268 x 119 x 103 | 257 x 105,,Each,1,"1,730",
Office Furniture Fittings,8 Module with Soft Close mm),EB-8MSCS,257 x 105,,Each,1,"1,885",
Office Furniture Fittings,10 Module w/o Soft Close,EB-10M,51 mm | 316 x 119 x 51,,Each,2,"1,672",
Office Furniture Fittings,10 Module with Soft Close 105mm),EB-10MSC,105 mm,,Each,2,"1,826",
Office Furniture Fittings,10 Module w/o Soft Close,EB-10MS,103 mm | 316 x 119 x 103,,Each,1,"1,943",
Office Furniture Fittings,10 Module with Soft Close 105mm),EB-10MSCS,105 mm,,Each,1,"2,099",
Office Furniture Fittings,Electric Box 2 Way 60 EB2W60 620 x 148 x 28 mm WT/AT/ BT Each 1 4086,EBS11,27 mm | 132 x 132 x 27 | 5 mm | 113x114,,Each,1,611,
Office Furniture Fittings,Electric Box Slim 11,EBS11-FB/SN,5 mm | 113x114 | 132 X 132 X 27 | 27 mm,SN/SN,Each,1,641,
Office Furniture Fittings,Electric Box Slim 20,EBS20-FB/SN,5 mm | 201x114 | 220 X 132 X 27 | 27 mm,SN/SN,Each,1,960,
Office Furniture Fittings,Electric Box Slim 20,EBS25,27 mm | 270 x 132 x 27 | 5 mm | 251x114,,Each,1,"1,082",
Office Furniture Fittings,Electric Box Slim 25,EBS25-FB/SN,5 mm | 251x114 | 270 X 132 X 27 | 27 mm,SN/SN,Each,1,"1,134",
Office Furniture Fittings,Electric Box Slim 25,EBS30,27 mm | 320 x 132 x 27 | 5 mm | 301x114,,Each,1,"1,266",
Office Furniture Fittings,Electric Box Slim 30,EBS30-FB/SN,5 mm | 301x114 | 320 X 132 X 27 | 27 mm,SN/SN,Each,1,"1,330",
Office Furniture Fittings,Electric Box Slim 30,EBS35,320 X 132 X 27 | 27 mm | 370 x 132 x 27 | 5 mm,WT,Each,1,"1,437",
Office Furniture Fittings,Electric Box Slim 35,EBS35-FB/SN,5 mm | 351x114 | 370 X 132 X 27 | 27 mm,SN/SN,Each,1,"1,508",
Office Furniture Fittings,Electric Box Slim 35,EBS40,27 mm | 420 x 132 x 27 | 5 mm | 401x114,,Each,1,"1,617",
Office Furniture Fittings,Electric Box Slim 40,EBS40-FB/SN,5 mm | 401x114 | 420 x 132 x 27 | 27 mm,SN/SN,Each,1,"1,697",
Office Furniture Fittings,Electric Box Slim 2 EBS230 (Cut Out: 290 x WH Each 693,EBB30-1,25 mm | 300 x 143 x 25 | 450 x 143 x 25,WH,Each,,"1,643",
Office Furniture Fittings,Electric Box Broad EBB45-1 (Cut Out as per WH Each 1788,EBB60-1,25 mm | 600 x 143 x 25 | 136 mm | 592 x 136,WH,Each,,"2,221",
Office Furniture Fittings,Three Core Connector -,TCC1-BL,,BL/BL,,400,740,
Office Furniture Fittings,Cable Organiser - 60 CO60 Cutout: Ø 60mm Each 200 41,CO60ZN1,60 mm | 6 mm | 80 mm,ZW,Each,20,231,
Office Furniture Fittings,Cable Organizer - Zinc Cutout: Ø 58.6mm,CO80ZN1,6 mm | 80 mm | 9 mm,ZW,Each,20,304,
Office Furniture Fittings,Cable Organizer - Zinc Cutout: Ø 58.6mm,CT30,9 mm | 300 mm | 500 mm,SS,Each,2,253,
Office Furniture Fittings,Cable Tray,CT50,300 mm | 500 mm,SS,Each,2,404,
Office Furniture Fittings,Cable Tray Fixed CTF-1 384 x 148 x 86mm AT/WT Each 2 480,UCT-551,120 mm | 550 x 89 x 120 | 550 x 180 x 120,WH,Each,89,784,
Office Furniture Fittings,Undermount Cable Tray,UCT-552,120 mm | 550 x 89 x 120 | 550 x 180 x 120,WH,Each,180,975,
Office Furniture Fittings,Vertebrae Rectangular,VR13,1300 mm,WH/GR/BL,Each,,751,
Office Furniture Fittings,Ventilation Grill - BL/GR/,VG34168,168 mm | 34 x 168,,Each,10,52,
